from,to,weight,id,periodo_base,categoria,periodo
Ocupado_t0,Inactivo_t1,8.4,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_t0,Desocupado_t1,3.3,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_t0,Trab_familiar_t1,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_t0,Ocupado_t1,90,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_t0,Inactivo_t1,7.7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_t0,Desocupado_t1,2.2,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_t0,Trab_familiar_t1,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_t0,Ocupado_t1,90.5,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_t0,Inactivo_t1,7.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_t0,Desocupado_t1,2.1,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_t0,Trab_familiar_t1,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_t0,Inactivo_t1,6.4,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2022_t1-t2
Ocupado_t0,Ocupado_t1,91,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2022_t1-t2
Ocupado_t0,Desocupado_t1,2.6,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2022_t1-t2
Ocupado_t0,Trab_familiar_t1,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2022_t1-t2
Ocupado_t0,Ocupado_t1,89.7,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2022_t2-t3
Ocupado_t0,Desocupado_t1,3,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2022_t2-t3
Ocupado_t0,Inactivo_t1,7.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2022_t2-t3
Ocupado_t0,Trab_familiar_t1,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2022_t2-t3
Ocupado_t0,Ocupado_t1,90.1,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2022_t3-t4
Ocupado_t0,Inactivo_t1,7.4,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2022_t3-t4
Ocupado_t0,Desocupado_t1,2.5,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2022_t3-t4
Ocupado_t0,Ocupado_t1,90.5,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2023_t1-t2
Ocupado_t0,Desocupado_t1,2.6,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2023_t1-t2
Ocupado_t0,Inactivo_t1,6.8,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2023_t1-t2
Ocupado_t0,Ocupado_t1,90.8,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2023_t2-t3
Ocupado_t0,Inactivo_t1,6.9,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2023_t2-t3
Ocupado_t0,Desocupado_t1,2.2,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2023_t2-t3
Ocupado_t0,Trab_familiar_t1,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2023_t2-t3
Ocupado_t0,Ocupado_t1,91.3,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2023_t3-t4
Ocupado_t0,Inactivo_t1,6.9,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2023_t3-t4
Ocupado_t0,Desocupado_t1,1.7,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2023_t3-t4
Ocupado_t0,Trab_familiar_t1,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2023_t3-t4
